Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
32,67,5,15,25,20,2,8,761,Poor
28,83,14,30,22,1,2,5,653,Moderate
23,62,3,10,13,5,1,10,245,Good
22,66,3,12,25,8,2,6,430,Moderate
29,52,0,5,17,6,1,14,291,Good
36,72,19,34,29,14,2,8,592,Moderate
26,73,2,1,24,3,1,11,415,Good
22,58,0,4,15,7,1,19,373,Good
29,81,4,14,34,10,1,8,438,Moderate
34,75,13,18,34,8,1,6,613,Moderate
24,54,8,10,17,4,1,10,434,Good
18,46,11,16,14,7,1,12,591,Good
30,85,9,20,23,14,1,10,692,Moderate
26,66,23,24,29,8,1,12,401,Good
29,96,8,14,27,13,1,5,409,Moderate
26,68,18,26,20,4,1,13,303,Good
46,74,81,97,47,15,2,4,618,Hazardous
46,80,8,40,31,15,3,8,584,Hazardous
26,59,22,32,25,3,2,7,494,Moderate
34,50,20,31,32,14,2,8,456,Moderate
18,53,14,18,25,5,1,13,231,Good
30,82,85,96,22,6,1,6,579,Moderate
40,82,2,12,26,9,2,4,562,Poor
24,39,3,9,27,6,1,10,317,Good
26,78,0,14,21,10,2,5,376,Moderate
29,104,5,25,39,16,3,12,699,Hazardous
43,66,7,25,38,10,2,4,450,Poor
34,82,100,128,37,14,2,9,444,Poor
42,92,0,12,36,12,2,6,683,Poor
27,51,24,36,15,4,1,7,646,Moderate
37,61,68,72,23,10,2,9,582,Moderate
27,92,13,17,30,11,2,4,712,Poor
41,52,19,32,30,10,2,3,738,Poor
46,82,13,28,25,14,1,6,408,Poor
17,62,5,12,21,6,1,10,486,Good
29,112,22,40,38,18,3,4,689,Hazardous
38,88,38,64,45,17,2,4,637,Hazardous
25,46,1,6,16,5,1,10,523,Good
35,71,13,21,28,19,2,5,365,Poor
32,104,14,28,27,4,2,8,467,Poor
29,50,67,80,20,16,1,6,436,Moderate
27,44,7,12,11,6,1,11,279,Good
32,54,40,44,27,12,2,5,363,Moderate
37,92,10,20,23,6,2,6,409,Poor
26,64,20,28,31,8,1,7,521,Moderate
30,58,5,6,18,4,1,11,510,Good
39,59,14,39,41,12,2,4,602,Poor
40,100,1,8,36,20,2,4,458,Poor
30,82,12,26,38,11,2,4,597,Poor
38,116,295,316,50,6,3,5,755,Hazardous
19,36,8,10,26,8,1,10,391,Good
33,79,1,23,38,20,2,7,651,Poor
25,53,3,6,25,5,1,11,500,Good
33,91,8,24,32,24,2,4,587,Poor
41,107,12,38,37,5,2,3,750,Hazardous
29,77,28,42,28,5,2,11,538,Moderate
48,74,38,62,41,11,2,7,549,Poor
26,65,15,22,26,7,1,12,237,Good
32,84,4,14,37,12,1,3,737,Poor
31,81,14,24,15,12,1,6,481,Moderate
33,60,20,30,32,8,1,6,335,Moderate
31,78,52,68,36,18,2,6,488,Poor
38,84,17,36,32,3,3,7,524,Poor
32,50,8,18,36,7,1,10,687,Moderate
32,90,52,70,27,22,2,3,782,Poor
33,97,14,26,27,16,2,6,623,Poor
28,81,11,20,36,10,1,6,530,Moderate
37,97,15,25,41,15,2,10,673,Poor
27,112,3,31,33,23,2,6,691,Poor
26,60,13,17,27,7,1,11,308,Good
29,54,9,16,29,9,1,11,405,Moderate
32,67,36,49,48,14,2,4,799,Poor
27,36,10,16,19,6,1,10,311,Good
34,47,11,22,24,4,1,10,592,Moderate
35,54,34,45,20,4,1,6,328,Moderate
23,59,16,22,15,4,1,10,324,Good
33,77,7,23,31,17,2,5,804,Poor
27,68,5,7,25,2,1,11,444,Good
23,67,9,12,17,5,1,10,316,Good
46,91,27,52,37,20,2,4,624,Hazardous
24,44,0,8,26,5,1,12,415,Good
24,56,6,9,11,5,1,12,456,Good
32,68,7,13,24,8,1,10,326,Good
28,61,2,7,14,6,1,11,383,Good
30,71,23,30,33,11,1,8,466,Moderate
42,106,2,16,42,23,2,10,629,Hazardous
32,54,24,36,23,6,1,5,566,Moderate
41,70,31,53,39,14,2,6,465,Poor
23,49,29,37,13,7,1,11,362,Good
21,71,0,9,11,4,1,11,207,Good
22,58,3,6,21,7,1,11,493,Good
52,93,4,26,50,22,2,4,737,Hazardous
24,77,3,8,15,5,1,10,385,Good
35,68,64,74,40,11,2,4,537,Poor
29,78,18,25,22,2,1,10,285,Good
26,52,17,21,17,8,1,11,454,Good
39,57,40,59,22,18,2,5,573,Poor
32,98,77,99,54,26,2,3,555,Hazardous
30,72,2,7,17,6,1,11,353,Good
32,72,68,87,38,7,2,4,679,Poor
27,50,2,7,21,8,1,10,606,Good
26,80,23,28,23,6,1,12,323,Moderate
30,84,10,16,24,18,2,14,676,Moderate
34,75,46,57,46,15,3,6,601,Hazardous
38,56,12,32,25,9,2,6,312,Moderate
46,85,7,17,39,17,2,3,861,Hazardous
31,77,43,57,29,9,1,7,611,Moderate
25,77,1,6,15,6,1,11,288,Good
27,61,1,6,20,8,1,12,267,Good
25,58,1,5,18,6,1,12,302,Good
36,55,6,17,23,10,2,6,317,Moderate
29,90,71,84,20,15,1,7,618,Moderate
36,78,51,57,23,8,2,5,583,Moderate
27,42,8,14,26,6,1,14,494,Good
30,84,1,14,35,14,2,5,506,Moderate
25,49,8,15,16,6,1,10,194,Good
30,71,4,10,22,6,1,11,401,Good
27,88,13,32,24,14,2,3,576,Poor
24,80,29,32,19,3,1,12,454,Good
40,89,4,26,31,20,2,5,709,Poor
28,61,2,12,29,12,2,5,581,Moderate
16,66,12,16,12,4,1,14,548,Good
30,85,41,52,25,12,2,10,418,Moderate
20,47,1,8,23,4,1,10,380,Good
30,55,41,48,31,10,2,5,642,Moderate
29,62,4,7,26,14,1,6,630,Moderate
20,80,2,7,15,5,1,10,244,Good
44,100,55,76,24,19,2,4,535,Poor
34,91,17,23,34,10,2,15,486,Moderate
35,84,2,20,22,2,2,4,646,Poor
26,57,3,10,17,3,1,11,569,Good
26,56,20,28,14,0,1,12,427,Good
37,72,23,30,26,11,1,5,318,Moderate
26,82,10,19,36,15,2,6,455,Moderate
41,70,30,40,36,8,3,5,647,Poor
30,55,6,18,22,15,1,5,391,Moderate
33,60,14,27,23,9,1,9,322,Moderate
28,73,2,8,28,4,1,10,253,Good
22,43,3,6,19,4,1,13,546,Good
27,66,13,16,24,5,1,14,428,Good
31,80,3,14,30,7,1,7,353,Moderate
27,74,52,64,35,15,2,9,769,Poor
27,68,3,10,24,2,1,12,545,Good
23,77,25,29,26,6,1,12,201,Good
25,45,6,10,15,3,1,12,566,Good
31,70,14,23,29,11,2,6,647,Moderate
39,81,1,21,24,11,2,4,448,Poor
25,86,14,22,23,12,1,9,419,Moderate
36,50,8,26,20,8,2,5,361,Moderate
39,57,11,26,29,20,2,4,468,Poor
28,50,1,9,25,8,1,11,589,Good
36,65,16,30,32,1,2,6,640,Moderate
25,57,1,7,27,4,1,11,267,Good
36,72,37,46,29,10,1,10,312,Moderate
28,81,62,69,29,15,2,5,336,Moderate
30,49,8,14,20,8,1,11,465,Good
28,61,14,19,23,6,1,14,360,Good
26,67,6,12,16,6,1,18,559,Good
30,80,11,18,19,4,1,12,464,Good
24,40,1,6,23,6,1,11,569,Good
25,49,6,15,17,5,1,12,264,Good
23,54,8,13,24,7,1,10,487,Good
34,77,111,129,35,22,2,4,484,Poor
21,48,22,27,18,6,1,12,492,Good
20,76,33,38,22,5,1,12,501,Good
31,66,29,38,22,15,1,8,383,Moderate
28,65,30,41,16,9,2,5,541,Moderate
28,66,35,50,25,8,1,6,311,Moderate
33,79,7,20,31,6,2,6,352,Moderate
44,107,5,19,33,21,2,4,425,Poor
27,47,3,6,17,4,1,13,468,Good
18,61,8,12,13,7,1,10,218,Good
30,55,38,44,33,8,1,7,610,Moderate
32,74,32,41,36,10,1,7,494,Moderate
42,76,39,53,31,14,2,5,458,Poor
35,49,4,16,27,13,1,12,410,Moderate
26,52,9,13,18,0,1,12,452,Good
36,83,8,20,25,9,1,7,564,Moderate
28,79,11,17,14,8,1,10,348,Good
21,60,18,22,16,6,1,12,284,Good
21,51,4,9,19,8,1,10,254,Good
25,54,3,9,18,8,1,11,280,Good
23,76,56,63,30,8,1,6,361,Moderate
28,82,7,12,18,3,1,13,580,Good
28,77,10,18,37,5,1,7,540,Moderate
28,91,17,28,32,17,2,9,680,Poor
22,65,0,8,15,5,1,10,380,Good
31,80,17,30,31,5,2,9,347,Moderate
27,93,37,64,30,15,3,2,701,Hazardous
26,82,45,54,21,6,1,5,580,Moderate
31,80,4,14,26,5,1,5,333,Moderate
32,62,23,43,20,17,2,4,463,Poor
23,40,3,6,21,6,1,11,337,Good
35,48,24,32,27,14,1,7,565,Moderate
24,63,4,7,22,8,1,20,566,Good
36,66,7,22,24,14,2,6,393,Poor
24,58,13,23,11,6,1,10,437,Good
24,49,12,17,22,6,1,14,334,Good
26,79,5,18,20,10,2,7,525,Moderate
35,81,38,52,21,8,2,6,672,Moderate
27,78,43,44,15,2,1,12,397,Good
26,77,2,8,20,4,1,11,500,Good
35,83,27,33,26,8,2,7,344,Moderate
26,55,8,17,17,7,1,17,333,Good
23,52,14,16,20,5,1,12,497,Good
26,63,16,21,24,3,1,11,303,Good
21,39,19,26,22,5,1,12,428,Good
20,75,1,5,13,5,1,11,527,Good
45,102,146,165,39,11,2,3,586,Hazardous
38,77,9,10,32,15,1,5,669,Moderate
34,77,6,21,31,12,2,7,421,Poor
32,67,1,9,31,16,2,3,512,Poor
37,100,5,14,40,32,3,3,489,Hazardous
29,94,1,7,24,12,1,6,648,Moderate
28,65,8,13,25,5,1,10,223,Good
22,55,5,6,20,5,1,15,371,Good
39,56,1,11,33,10,1,6,416,Moderate
25,61,10,16,16,5,1,15,406,Good
35,84,46,62,31,6,1,7,638,Moderate
26,64,7,11,30,12,1,9,507,Moderate
22,78,17,22,14,3,1,12,410,Good
26,66,14,15,23,4,1,19,368,Good
25,46,3,9,19,7,1,10,275,Good
26,65,3,11,24,9,1,10,427,Good
24,66,10,21,18,8,2,6,581,Moderate
31,47,28,34,28,15,1,5,316,Moderate
23,71,8,13,26,8,1,10,218,Good
29,75,18,27,20,17,2,7,346,Moderate
24,67,2,7,20,4,1,11,320,Good
26,63,16,19,23,5,1,10,249,Good
36,80,19,41,41,5,2,7,650,Poor
28,70,28,31,23,8,1,10,538,Good
30,59,6,18,33,17,1,5,311,Moderate
31,78,36,46,24,9,2,6,345,Moderate
24,50,13,22,21,17,2,8,588,Moderate
22,50,16,21,16,6,1,13,433,Good
24,75,4,7,25,7,1,11,239,Good
31,86,19,44,31,8,2,4,770,Poor
45,104,25,23,37,24,2,10,467,Poor
31,72,2,17,28,6,2,5,332,Moderate
31,69,15,30,25,6,2,6,704,Moderate
40,88,1,13,36,18,2,7,453,Poor
33,66,8,12,23,11,2,7,686,Moderate
30,75,6,14,26,10,2,8,649,Moderate
23,66,9,13,14,4,1,11,579,Good
42,76,1,19,44,20,3,3,771,Hazardous
34,95,76,96,21,13,3,6,657,Hazardous
20,46,15,22,18,8,1,17,568,Good
28,58,0,9,13,5,1,10,265,Good
25,76,20,25,20,9,1,10,400,Good
36,100,101,108,33,15,2,5,769,Poor
49,84,76,98,53,17,2,4,843,Hazardous
22,54,28,48,30,13,1,6,614,Moderate
39,72,2,20,54,10,3,9,625,Hazardous
31,92,50,68,25,24,2,7,573,Poor
25,65,30,35,22,5,1,11,527,Moderate
29,70,10,14,22,4,1,11,262,Good
25,60,7,12,25,4,1,11,509,Good
19,77,8,11,14,2,1,14,199,Good
26,45,25,29,21,2,1,12,397,Good
28,52,8,17,20,2,1,11,549,Good
34,74,6,22,34,18,2,5,568,Poor
25,62,12,15,26,5,1,11,336,Good
32,52,24,30,15,6,1,14,418,Good
22,66,1,8,13,5,1,10,526,Good
25,50,25,26,16,8,1,11,236,Good
23,64,10,16,18,4,1,15,205,Good
30,54,10,20,29,15,1,10,690,Moderate
27,53,7,14,24,7,1,11,208,Good
22,60,1,13,30,5,1,9,718,Moderate
27,63,2,5,14,3,1,11,538,Good
25,75,8,14,30,3,1,6,536,Moderate
33,100,2,8,34,22,2,6,664,Poor
42,68,16,26,29,18,1,4,387,Poor
35,89,13,31,25,8,1,9,431,Moderate
30,91,5,34,36,10,2,11,492,Poor
26,85,47,59,26,7,1,6,471,Moderate
50,91,8,27,42,6,2,3,748,Hazardous
27,70,51,57,33,5,1,6,592,Moderate
34,74,7,27,21,27,2,3,749,Poor
36,58,15,34,36,17,2,4,446,Poor
29,71,33,39,14,4,1,11,486,Good
28,77,13,22,33,9,2,8,542,Moderate
36,100,57,65,31,21,3,4,699,Hazardous
34,65,22,34,24,10,2,9,583,Moderate
24,56,32,40,15,3,1,17,567,Good
36,56,42,53,37,9,1,9,546,Moderate
24,77,5,10,13,8,1,10,315,Good
22,66,25,32,21,6,1,11,257,Good
26,62,18,27,20,8,2,5,629,Moderate
22,50,11,16,25,8,1,13,507,Good
28,42,21,24,18,3,1,13,253,Good
26,41,2,9,13,5,1,16,544,Good
24,63,27,40,30,4,2,6,417,Moderate
39,74,70,82,34,19,2,4,557,Poor
28,73,5,8,13,6,1,10,246,Good
26,79,28,32,22,8,1,11,230,Good
24,42,14,18,24,7,1,10,361,Good
29,80,100,112,23,12,1,7,486,Moderate
47,95,3,23,36,24,2,3,582,Hazardous
35,57,10,23,21,5,2,8,612,Moderate
26,75,4,8,25,2,1,13,543,Good
22,58,26,32,27,3,1,10,501,Good
24,62,4,6,29,8,1,12,528,Good
19,66,6,12,16,5,1,12,448,Good
29,67,15,20,24,6,1,10,524,Good
40,83,9,31,23,14,2,9,757,Poor
25,69,0,6,14,5,1,10,595,Good
25,48,46,57,18,6,2,7,353,Moderate
33,84,6,13,31,12,2,7,363,Moderate
29,45,10,18,22,7,1,11,219,Good
22,58,18,22,12,6,1,14,600,Good
36,69,7,16,19,6,1,5,630,Moderate
25,39,9,20,23,7,1,15,249,Good
29,79,27,38,36,6,2,5,484,Moderate
24,62,1,7,15,6,1,15,258,Good
24,56,10,16,16,5,1,10,524,Good
21,59,28,38,34,12,1,5,496,Moderate
30,55,15,27,29,21,2,6,602,Poor
28,85,19,23,27,7,2,6,661,Moderate
36,84,44,55,28,10,1,7,512,Moderate
38,95,64,88,37,12,2,7,689,Poor
26,50,2,8,17,3,1,11,603,Good
25,46,12,27,29,9,1,5,525,Moderate
24,68,14,31,32,12,1,6,309,Moderate
35,107,36,60,42,16,3,6,857,Hazardous
31,67,6,19,29,14,1,5,633,Moderate
37,94,68,84,42,28,2,6,863,Hazardous
28,63,19,29,16,12,2,7,676,Moderate
33,79,2,7,31,20,2,6,344,Moderate
35,66,11,17,21,4,1,13,353,Good
24,80,13,28,30,10,2,4,568,Poor
47,83,14,34,32,19,2,5,600,Poor
25,67,14,19,25,6,1,10,279,Good
27,49,21,27,12,5,1,11,385,Good
20,78,1,5,15,2,1,10,536,Good
22,50,5,10,24,2,1,13,493,Good
29,52,7,18,20,2,2,9,613,Moderate
31,66,106,118,39,36,3,7,573,Hazardous
30,76,16,28,26,21,1,9,510,Moderate
30,68,2,8,30,13,1,5,615,Moderate
22,52,3,11,19,6,1,10,339,Good
32,89,6,16,20,3,2,8,424,Moderate
26,73,18,24,35,14,2,6,482,Moderate
27,48,11,13,24,5,1,11,494,Good
18,70,1,8,24,6,1,14,487,Good
44,80,45,50,27,18,2,9,561,Poor
29,61,11,17,37,11,2,11,326,Moderate
20,50,22,26,24,6,1,12,503,Good
28,67,2,18,29,10,1,6,406,Moderate
28,81,4,16,22,11,2,6,391,Moderate
42,87,0,14,31,18,2,4,773,Poor
26,59,6,10,12,4,1,10,386,Good
24,64,3,7,17,5,1,16,223,Good
33,44,13,16,16,12,1,6,643,Moderate
35,55,4,9,34,7,2,6,606,Moderate
27,66,5,11,18,4,1,13,422,Good
32,68,3,14,20,9,2,5,423,Moderate
34,60,19,26,27,15,2,5,616,Moderate
24,68,4,5,23,5,1,10,461,Good
41,103,41,53,38,13,2,7,602,Poor
27,46,3,9,10,7,1,11,426,Good
24,65,10,15,27,8,1,11,601,Good
21,68,3,6,9,10,1,10,333,Good
17,65,8,11,24,4,1,12,566,Good
36,81,45,51,34,16,1,5,660,Poor
41,99,101,114,49,9,2,4,395,Poor
35,75,7,20,26,13,2,8,304,Moderate
20,66,6,12,12,6,1,13,373,Good
24,60,57,61,14,7,1,14,345,Good
32,106,15,21,33,18,2,4,661,Poor
31,90,2,17,25,17,2,4,832,Poor
26,63,11,14,24,4,1,15,450,Good
33,77,21,32,43,12,2,4,672,Poor
31,56,4,5,18,3,1,12,332,Good
31,81,12,27,22,6,2,9,443,Moderate
31,59,4,11,22,20,2,7,632,Poor
35,75,4,15,30,9,1,6,563,Moderate
25,73,21,21,15,8,1,10,498,Good
29,55,8,15,24,5,1,11,521,Good
27,73,4,9,21,6,1,12,523,Good
34,81,4,17,26,8,1,9,676,Moderate
23,58,3,8,23,3,1,13,521,Good
34,76,1,25,17,19,2,3,666,Poor
33,71,83,91,34,25,2,5,599,Poor
35,86,14,38,28,17,2,6,568,Poor
37,92,29,30,35,9,2,4,754,Poor
22,45,7,8,27,8,1,11,316,Good
28,72,23,40,24,8,1,5,529,Moderate
49,101,174,187,34,19,3,3,820,Hazardous
38,84,1,5,32,13,2,6,292,Moderate
26,78,95,105,26,10,1,7,554,Moderate
27,70,29,32,17,7,1,10,289,Good
22,60,10,12,18,4,1,14,524,Good
24,39,7,13,22,4,1,12,576,Good
39,73,34,50,38,19,2,4,765,Hazardous
27,82,68,72,29,21,2,6,673,Moderate
26,88,14,31,35,17,2,4,745,Poor
21,62,3,10,15,8,1,11,491,Good
28,59,2,9,10,0,1,11,536,Good
23,68,4,12,21,1,1,12,403,Good
23,78,10,18,20,6,1,11,530,Good
25,62,30,33,15,4,1,10,248,Good
26,60,12,19,10,4,1,10,205,Good
35,85,1,8,24,18,1,5,438,Moderate
32,75,28,46,25,16,2,5,782,Poor
32,54,8,17,29,18,2,5,328,Moderate
30,54,18,29,26,4,2,6,532,Moderate
21,67,2,7,19,7,1,13,603,Good
32,71,9,39,38,21,2,5,500,Poor
27,54,28,32,21,12,1,11,213,Good
36,84,0,12,32,7,1,6,352,Moderate
26,50,17,20,24,3,1,10,227,Good
37,71,5,28,26,27,2,5,523,Poor
23,75,0,5,12,8,1,11,264,Good
27,55,6,11,16,4,1,12,565,Good
26,83,30,48,33,8,2,6,579,Moderate
24,61,3,5,25,8,1,12,238,Good
26,77,9,16,28,5,1,10,349,Good
22,60,6,10,27,8,1,13,408,Good
27,64,2,6,15,5,1,12,581,Good
28,55,2,16,29,12,2,6,376,Moderate
27,75,26,31,30,17,2,6,501,Poor
29,90,24,52,36,26,2,9,498,Poor
23,60,14,19,24,5,1,16,528,Good
36,97,73,95,34,11,2,5,432,Poor
23,71,16,18,18,2,1,12,496,Good
36,111,38,51,38,11,2,3,497,Hazardous
40,76,1,11,21,11,2,6,645,Moderate
32,98,25,43,33,11,2,5,792,Poor
39,86,18,29,40,15,2,4,477,Poor
29,79,57,66,24,12,1,6,340,Moderate
39,83,26,31,32,18,3,5,638,Poor
30,94,2,14,32,14,2,3,522,Poor
29,75,12,20,27,9,1,20,443,Good
34,54,5,16,34,7,2,5,367,Moderate
18,42,0,7,26,4,1,12,312,Good
27,68,1,8,25,5,1,11,506,Good
26,55,1,6,11,6,1,12,605,Good
39,97,63,78,29,18,2,5,554,Poor
33,40,15,21,20,8,1,11,339,Good
19,76,15,22,14,4,1,11,342,Good
33,69,13,19,32,9,2,5,463,Moderate
28,45,2,6,18,3,1,10,513,Good
25,73,6,12,23,9,1,11,571,Good
30,62,54,66,26,8,1,6,670,Moderate
40,92,92,113,42,26,2,4,633,Hazardous
24,64,30,38,26,4,1,10,454,Good
34,87,12,21,27,7,2,5,685,Moderate
39,92,8,29,33,8,2,4,698,Hazardous
36,73,83,96,33,15,3,9,879,Hazardous
28,72,19,33,40,19,2,10,392,Poor
23,80,10,15,23,6,1,11,332,Good
25,51,5,11,23,3,1,14,196,Good
40,70,5,24,38,0,2,4,616,Poor
18,78,8,16,18,6,1,16,546,Good
19,76,3,10,18,1,1,13,534,Good
26,58,3,8,21,4,1,11,244,Good
28,49,1,10,25,6,1,11,208,Good
27,61,2,6,27,8,1,11,318,Good
24,89,4,16,24,15,1,8,298,Moderate
31,82,23,36,26,22,1,6,546,Moderate
38,39,42,57,25,17,2,9,377,Moderate
20,75,8,15,21,6,1,12,242,Good
36,71,18,44,43,12,2,5,484,Poor
37,65,55,60,42,15,2,4,613,Poor
26,89,11,20,25,10,2,6,364,Moderate
43,73,1,24,31,26,2,4,495,Hazardous
38,66,4,20,17,9,1,6,495,Moderate
31,63,6,10,12,5,1,11,265,Good
21,67,7,14,13,2,1,10,484,Good
32,81,80,100,29,0,2,10,612,Poor
31,57,2,13,29,15,1,6,632,Moderate
32,77,6,12,25,10,2,5,397,Moderate
35,73,21,48,39,21,3,6,704,Hazardous
33,73,6,11,16,2,1,10,405,Good
26,71,22,22,14,2,1,12,314,Good
30,82,64,77,25,9,1,6,338,Moderate
25,78,1,8,17,8,2,5,317,Moderate
25,74,8,11,20,6,1,14,341,Good
44,95,52,86,27,8,2,4,547,Hazardous
36,66,22,36,30,9,2,5,691,Moderate
30,93,8,14,22,12,2,5,585,Moderate
24,61,16,22,24,8,1,11,567,Good
28,67,7,11,13,2,1,13,528,Good
19,46,2,6,20,2,1,11,495,Good
31,54,7,22,26,6,1,5,447,Moderate
35,81,67,103,50,10,2,4,681,Hazardous
22,55,6,13,10,2,1,12,266,Good
25,79,56,66,28,6,1,7,454,Moderate
26,75,11,16,31,9,1,6,576,Moderate
22,63,0,6,20,5,1,10,589,Good
34,51,1,14,21,13,1,5,485,Moderate
23,52,3,7,27,3,1,10,324,Good
21,59,3,10,20,4,1,11,590,Good
27,45,14,19,21,7,1,16,369,Good
18,60,2,10,16,5,1,10,583,Good
44,122,55,66,49,26,2,3,878,Hazardous
37,84,45,62,31,13,2,7,440,Poor
24,60,12,22,17,4,1,14,253,Good
29,72,48,58,29,9,2,10,422,Moderate
34,53,18,25,26,10,2,6,605,Moderate
34,84,13,19,36,15,3,5,679,Poor
29,92,31,44,31,5,2,8,565,Moderate
37,98,12,27,31,18,2,10,675,Poor
25,60,8,17,27,15,2,11,599,Moderate
36,106,62,76,27,20,2,5,682,Poor
30,45,4,11,20,3,1,13,461,Good
27,50,18,26,29,1,1,14,303,Good
36,77,41,50,23,13,2,5,615,Poor
29,52,13,19,21,4,1,10,413,Good
33,48,4,15,32,13,1,6,469,Moderate
27,68,0,15,20,14,2,6,410,Moderate
35,87,8,41,34,36,3,3,673,Hazardous
22,49,2,5,24,6,1,13,559,Good
31,63,1,8,17,6,1,16,321,Good
29,83,4,16,15,9,2,6,471,Moderate
29,74,14,28,23,9,2,6,530,Moderate
29,82,25,48,34,22,2,5,675,Poor
28,75,2,7,17,4,1,19,449,Good
25,60,1,2,15,6,1,12,384,Good
31,95,10,35,26,12,2,6,444,Poor
39,51,14,18,24,8,2,8,489,Moderate
36,81,36,56,39,13,2,9,829,Poor
28,68,8,13,14,6,1,13,247,Good
36,81,10,22,32,7,2,6,322,Moderate
28,76,23,26,22,11,2,6,501,Moderate
23,56,2,7,13,4,1,11,472,Good
45,80,10,25,29,29,2,4,756,Poor
44,90,4,31,37,17,2,3,639,Hazardous
28,54,0,13,28,1,1,9,522,Moderate
22,70,3,10,27,3,1,10,388,Good
24,59,3,9,12,2,1,10,411,Good
27,56,0,6,17,6,1,11,425,Good
27,62,3,9,23,3,1,10,243,Good
22,68,20,22,12,5,1,12,582,Good
22,74,12,16,19,4,1,15,444,Good
31,77,4,16,31,12,2,8,501,Moderate
40,107,25,52,47,15,2,4,627,Hazardous
30,69,30,35,43,16,2,7,711,Poor
22,54,2,8,16,4,1,10,263,Good
30,56,16,32,20,16,2,7,537,Moderate
28,82,0,12,27,10,2,5,530,Moderate
26,77,38,52,25,15,2,5,435,Poor
23,81,13,19,18,7,1,15,215,Good
29,86,28,40,25,4,2,5,699,Moderate
23,72,12,18,33,8,2,6,706,Moderate
24,74,11,14,20,4,1,13,381,Good
25,70,4,12,18,5,1,12,494,Good
40,86,36,74,46,21,3,5,512,Hazardous
24,81,21,30,24,10,2,6,334,Moderate
20,51,2,2,14,7,1,10,227,Good
26,78,2,6,17,5,1,10,534,Good
32,66,29,42,35,9,2,6,426,Poor
22,59,1,14,24,4,1,12,390,Good
36,96,41,62,28,15,2,6,423,Poor
42,92,28,37,45,16,2,3,682,Poor
43,84,29,31,46,31,3,4,934,Hazardous
29,52,15,18,20,6,1,13,506,Good
27,76,12,20,13,7,1,13,468,Good
31,73,27,37,32,15,2,10,376,Moderate
22,53,7,10,16,5,1,11,385,Good
32,67,50,60,35,11,2,8,468,Moderate
38,100,3,19,29,14,2,8,448,Poor
30,57,46,56,20,12,2,9,516,Moderate
41,81,1,15,42,21,2,4,469,Poor
22,50,5,12,21,5,1,10,533,Good
27,74,38,62,40,12,2,4,802,Poor
28,56,31,37,14,6,1,13,335,Good
23,56,0,6,26,4,1,17,226,Good
22,44,6,8,27,4,1,12,275,Good
25,73,6,10,18,10,1,12,287,Good
36,53,43,53,26,6,2,7,659,Moderate
31,109,2,25,31,11,2,3,704,Hazardous
30,61,8,15,17,2,1,13,217,Good
27,43,2,8,16,6,1,10,328,Good
34,92,2,26,37,12,2,4,501,Poor
28,49,6,11,20,3,1,11,390,Good
26,89,17,27,29,5,2,12,439,Moderate
44,87,2,16,39,15,2,8,351,Poor
28,82,12,28,28,19,2,13,676,Moderate
34,85,40,43,23,8,2,4,630,Poor
26,72,12,20,17,5,1,11,504,Good
29,73,50,75,41,16,2,5,482,Poor
30,47,21,25,17,8,1,12,365,Good
24,64,1,6,10,4,1,13,254,Good
32,65,29,37,27,10,2,7,538,Moderate
36,81,14,34,37,12,2,4,610,Poor
29,51,44,49,16,7,1,12,531,Good
43,111,51,77,23,11,2,6,832,Hazardous
26,58,45,58,31,4,1,8,488,Moderate
26,75,20,27,25,4,2,5,358,Moderate
28,66,51,70,24,14,2,5,653,Moderate
43,114,42,62,30,12,3,4,567,Hazardous
34,90,14,28,22,7,2,4,606,Poor
26,70,5,6,26,8,1,17,502,Good
24,58,32,35,12,2,1,13,453,Good
27,74,3,10,17,4,1,10,362,Good
32,71,8,16,17,8,1,9,615,Moderate
24,62,11,15,17,6,1,11,196,Good
22,65,5,6,25,6,1,18,395,Good
34,65,50,71,27,12,2,6,781,Poor
26,46,0,5,16,4,1,13,478,Good
38,83,59,80,33,14,2,5,709,Poor
31,99,57,75,41,18,3,3,761,Hazardous
28,68,72,95,35,21,2,6,698,Poor
29,64,9,12,19,7,1,11,315,Good
47,81,17,36,47,26,3,2,740,Hazardous
32,70,75,92,45,26,2,14,771,Hazardous
39,88,28,38,28,7,2,6,659,Poor
28,53,0,4,14,4,1,13,334,Good
38,75,7,33,41,16,3,3,786,Hazardous
26,62,2,16,22,9,1,7,430,Moderate
25,40,1,4,24,6,1,12,444,Good
30,78,3,5,11,3,1,12,235,Good
24,43,2,8,17,6,1,12,205,Good
25,53,10,12,20,2,1,10,493,Good
22,58,15,21,14,5,1,10,338,Good
35,53,34,42,25,11,2,6,573,Moderate
33,54,35,48,27,14,2,5,566,Moderate
50,79,40,59,20,19,2,4,829,Hazardous
27,51,2,6,12,1,1,10,612,Good
26,54,39,48,23,5,1,13,430,Good
33,87,38,47,19,15,1,5,415,Moderate
40,75,1,23,29,22,2,5,587,Poor
39,88,31,54,30,32,3,4,565,Hazardous
33,84,2,24,31,-3,2,4,493,Poor
24,40,9,12,28,7,1,11,317,Good
36,84,4,16,27,6,2,15,640,Moderate
36,79,38,56,26,17,3,3,821,Hazardous
25,63,3,13,20,5,1,13,305,Good
23,69,14,18,18,7,1,11,265,Good
